	liquid	tank_failure_pressure	liquid_ratio	tank_width	tank_length	tank_height	BLEVE_height	vapour_temperature	liquid_temperature	status	gas_height	
B317	1	13.8	0.2789721	2.8	10	2.4	1.6	325.1	413.9	0	1.80	
B318	1	22.5	0.3690848	3	8	2	0.6	543	378.7	1	1.20	
B319	1	35.2	0.6526141	1	4	0.4	0.4	475.3	424.4	0	0.20	
B320	1	20.2	0.2867566	0.4	7.8	0.4	1.6	433.9	289.4	1	0.20	
B321	1	27.6	0.158623	2.6	5	1.2	1	283.6	348.1	1	1.00	
B322	1	29	0.1095056	2.8	1.8	1.2	1.8	465.5	395.4	1	1.00	
B323	1	23.9	0.7582667	2.2	6.4	1.6	1.4	407.6	368.1	1	0.40	
B324	1	22.6	0.8501493	3	4.4	2.2	1.2	562.4	368.7	1	0.40	
B325	1	36.4	0.8687301	2.6	2.2	2	1.2	416.2	324.8	1	0.20	
B326	1	15.1	0.626523	2.8	5.6	3	1.2	286.2	363.6	1	1.20	
B327	1	5.9	0.3585654	1	6.8	0.4	0.2	429.9	303	1	0.20	
B328	1	27.6	0.7286859	2.6	8.2	2.2	0.4	437.7	358.9	1	0.60	
B329	1	18.1	0.2035074	1.4	9.2	2.2	2	300.9	344.9	1	1.80	
B330	1	13.2	0.1468082	1.8	2.4	1.2	1.4	401.8	378.9	0	1.20	
B331	1	25.3	0.2215432	1	7.2	1.2	0.6	532.5	387.2	1	1.00	
B332	1	24.1	0.5751629	2	2.8	1.6	0.8	438.8	381.5	1	0.60	
B333	1	36.3	0.5961341	2.4	7	1	1.2	491	416.9	1	0.40	
B334	1	16.8	0.3589262	0.6	1.8	1.2	1.6	521	406.6	0	0.80	
B335	1	11.7	0.6320435	1.4	4.6	2	0.6	417.4	397.7	0	0.80	
B336	1	17.2	0.1897946	1.6	9	1	0.2	475.1	416.9	0	1.00	
B337	1	15.9	0.2446707	0.6	4	2	0.2	541	324.4	1	1.60	
B338	1	28.8	0.8200777	0.8	8.6	2.6	0.4	490.3	350.1	1	0.40	
B339	1	8.7	0.6358272	0.6	1.4	2.2	0.6	410.5	355.3	0	1.00	
B340	1	11.9	0.8903552	0.8	4	3	0.6	540.4	400.6	0	0.40	
B341	1	18.6	0.4551039	2	4	2.4	0.8	283.8	319.5	1	1.40	
B342	1	17.4	0.4918827	1.8	4.6	2.6	1.6	477.8	359.6	1	1.40	
B343	1	15.3	0.6885572	2	4	1	0.2	393.5	376	0	0.40	
B344	1	35.7	0.1243763	2.8	4.6	2.4	1.4	567.6	315.9	1	2.20	
B345	1	7.6	0.5051328	1.8	9.4	1.6	2	383.8	310.3	1	0.80	
B346	1	34.8	0.523423	0.8	7.8	2.6	1.2	435.8	293.4	1	1.20	
B347	1	16.9	0.3612742	3	9.8	2.4	0	411.5	304.6	1	1.60	
B348	1	19	0.5884457	2	9.2	2.2	1	461.7	421	0	1.00	
B349	1	20.3	0.5651358	1	2	2.2	1.6	398.7	384.5	1	1.00	
B350	1	9.8	0.2368988	2	6.4	0.6	0.8	485.5	379.5	0	0.60	
B351	1	11.2	0.4763137	1.2	2.2	2.2	2	453.7	417	0	1.20	
B352	1	13.5	0.7495855	1	1.6	1.4	1	439.7	355.2	1	0.40	
B353	1	19.2	0.1883847	1	8.6	1.8	1.2	511.6	387.6	0	1.60	
B354	1	17.3	0.1669663	1.6	8.6	2	0.8	340.1	368.9	1	1.60	
B355	1	12.8	0.4613351	0.8	3	2	0.6	433.2	366.4	0	1.20	
B356	1	7.7	0.5542352	2.4	8	3	0.2	460.3	395.1	0	1.40	
B357	1	16	0.6373024	2.6	3	1	0.4	311.4	296.7	1	0.40	
B358	1	11	0.6017788	0.4	4.4	2	0.2	445.7	404.8	0	0.80	
B359	1	17	0.2377104	1	4.8	0.6	0.4	445.5	372.2	1	0.40	
B360	1	18.3	0.4454515	2	1	0.6	1	502.9	330.3	1	0.40	
B361	1	6.9	0.26576	1.8	5	2.2	0.8	531.3	343.3	0	1.80	
B362	1	35.2	0.3060238	3	4.6	1.4	0.6	471.8	333.3	1	1.00	
B363	1	7.1	0.6705734	2.4	3.4	2.8	1.4	472.5	331.2	1	1.00	
B364	1	15.7	0.2706188	1.6	6.6	2.6	0.8	526.8	291.4	1	1.80	
B365	1	5.6	0.4227805	0.8	6.4	2	2	349.2	380	0	1.20	
B366	1	33.7	0.3216788	1.4	4.8	1.4	0	566.5	333.5	1	1.00	
B367	1	9.3	0.5416223	2.2	6.4	1	1	493.8	308.4	1	0.40	
B368	1	36.4	0.4371981	1.2	6.8	1.2	0.8	365.8	353.7	1	0.60	
B369	1	15.4	0.7538028	0.4	6.8	1.8	0.6	459	377.5	0	0.60	
B370	1	16.5	0.5355824	2.2	8.2	2.6	0.6	557.5	404.2	0	1.40	
B371	1	19.2	0.6528177	1.6	8	2.8	0.4	519.6	389.5	0	1.00	
B372	1	36.8	0.5184859	1	7.6	1.4	1.4	565.5	371.8	1	0.60	
B373	1	35.3	0.2450142	2	5.6	1.2	0.4	364.3	410.7	1	1.00	
B374	1	5.4	0.3004234	2.8	2.8	1.8	0	313.4	423.3	0	1.40	
B375	1	30.3	0.7692043	1.2	6.4	0.8	1.8	468.1	355.7	1	0.20	
B376	1	29.1	0.2859557	1	7	2.2	0.8	570.4	348.5	1	1.60	
B377	1	6.5	0.6020513	0.6	7.4	2.2	0	441.2	342.7	0	1.00	
B378	1	23.2	0.8276765	2	8.6	1.2	1.2	572.6	422.7	0	0.40	
B379	1	13.3	0.8138623	2.8	3.2	2	1.4	496.3	365.5	1	0.40	
B380	1	10	0.5830446	1.2	9	1.4	2	514.7	312.7	1	0.60	
B381	1	28	0.2647693	2.4	2.4	1.4	2	499.8	329.2	1	1.00	
B382	1	30	0.3122582	1.2	1.8	1.4	0.8	413.1	348.8	1	1.00	
B383	1	32.9	0.46321	0.4	9.6	1	0.6	301.3	360.1	1	0.60	
B384	1	5.1	0.2937353	2.8	9.2	2	1.2	437.3	421.5	0	1.60	
B385	1	17.6	0.5485378	1	5.2	1.6	1.8	570.9	349.4	1	0.80	
B386	1	31.3	0.2789519	3	2.6	2.8	0.8	568.1	315.3	1	2.00	
B387	1	33.9	0.1205874	2	2	2.2	1.8	421.9	349.3	1	2.00	
B388	1	31.7	0.7211708	1.4	3.2	2.6	1.4	536.7	287.2	1	0.80	
B389	1	35.9	0.4384692	2.6	4.8	0.8	1.2	321	306	1	0.40	
B390	1	22.5	0.3279276	2.6	4.8	3	1.4	489.7	304.1	1	2.00	
B391	1	22.4	0.7038259	0.8	7.8	2.8	1.8	367.2	330.7	1	0.80	
B392	1	22.1	0.8268229	1.4	5.6	2	0.8	550	346.3	1	0.40	
B393	1	35.3	0.7371354	2	3.2	1.6	0.6	430.2	420.2	1	0.40	
B394	1	26.7	0.2461988	0.6	4.4	0.8	2	386.5	364.8	1	0.60	
B395	1	13.3	0.8683059	1.8	4	2.6	1.2	330.4	300.9	1	0.40	
B396	1	26.8	0.8017458	2.8	6.6	2.4	1.2	283.7	317.7	1	0.40	
B397	1	31.8	0.8915224	1.8	7.6	1.8	0.2	378.1	345.2	1	0.20	
B398	1	29	0.5515453	1.6	8.2	1.6	1.6	388.4	415.8	0	0.80	
B399	1	11.4	0.4422479	1	1.4	2.2	0.2	363.5	354.1	1	1.20	
B400	1	12.2	0.8855122	3	3.2	1	0.6	306.9	343.3	1	0.20	
B401	1	28.9	0.537446	2.6	3	1.4	0.8	295.1	347.1	1	0.60	
B402	1	15.6	0.1461685	1	8	2	0.6	348.2	306.2	1	1.80	
B403	1	19.4	0.590206	0.4	6.4	2	0.8	532	394.2	0	1.00	
B404	1	11.5	0.4516451	2.8	0.8	2.6	0.4	555.1	328	1	1.40	
B405	1	12.4	0.3849752	1.8	5.6	2.8	0.6	429.3	351.9	1	1.80	
B406	1	10.9	0.3699182	2.2	8.8	1.6	1.4	509.7	365.7	0	1.20	
B407	1	17.8	0.1004957	2.6	4.2	1.4	0.6	304	323.1	1	1.20	
B408	1	28.5	0.1697193	1	7.2	0.4	0.2	330.3	323	1	0.40	
B409	1	30.6	0.8076123	1.6	4.4	0.8	1.2	363.6	407.6	1	0.20	
B410	1	18	0.5563132	2.4	0.8	1	1.2	505.8	392.1	0	0.60	
B411	1	9.3	0.5677158	2.2	2.4	1.4	0.4	369.5	337.9	1	0.60	
B412	1	18.1	0.5376685	0.8	4.8	2.2	0.4	422.2	416.6	0	1.20	
B413	1	9.9	0.2043834	1	7	3	1.6	531	292.9	1	2.40	
B414	1	33.2	0.848531	2.4	5.6	2.4	0.2	358.7	378.4	1	0.40	
B415	1	17.7	0.182339	0.8	2.2	1.8	1.8	345.9	381.8	0	1.60	
B416	1	30.3	0.4924349	2.8	3.2	1.8	0.8	462.4	301.2	1	1.00	
B417	1	20.9	0.3123165	1.4	8.4	2	1	357.1	351	1	1.40	
B418	1	33.9	0.3438729	1	9.2	1	0.8	481.6	376	1	0.60	
B419	1	5.4	0.2023468	2.6	3.4	1.2	0.4	542.7	363.2	0	1.00	
B420	1	35.7	0.646336	0.8	7.8	2.6	0.4	457.9	338	1	1.00	
B421	1	33.3	0.3284555	1.8	4.8	2.8	0.8	485	335.1	1	1.80	
B422	1	10.7	0.2465489	1.2	2.6	1.8	0.4	441	384.1	0	1.40	
B423	1	25.9	0.7911593	0.4	2.4	1.2	0.4	430.2	380	1	0.20	
B424	1	35.2	0.145379	1.4	9.4	0.4	0	419.6	389	1	0.40	
B425	1	13.8	0.4739274	0.4	4	1.4	0.4	531.4	286.4	1	0.80	
B426	1	23.6	0.2832752	2.4	2.2	2	1	400.1	339.8	1	1.40	
B427	1	14.8	0.7491859	3	7.2	1.4	1.4	413	418.6	0	0.40	
B428	1	20.7	0.6837366	2.8	6.4	1	0.8	413.5	401.6	0	0.40	
B429	1	32.3	0.8462109	1.6	1.4	2.2	1.2	564.4	321.5	1	0.40	
B430	1	15.6	0.5808243	2.6	0.8	0.8	1.4	328.1	397.3	0	0.40	
B431	1	9.8	0.5230966	2	2.6	1.4	1.8	474.7	323.9	1	0.60	
B432	1	16.4	0.3252576	1.2	8.4	1.8	0.6	443.3	295.6	1	1.20	
B433	1	15	0.1826525	1.6	1.6	2.2	2	459.2	367.8	1	1.80	
B434	1	15.7	0.5663512	0.6	8.4	2.4	1.2	553	377.4	0	1.20	
B435	1	27	0.21537	1.8	3.8	0.6	0	336.4	412.5	0	0.60	
B436	1	21.2	0.207203	1.8	3.2	0.8	1.4	497.4	355.2	1	0.60	
B437	1	15.6	0.3703096	1.8	2.6	2.2	0.8	369.6	290.9	1	1.40	
B438	1	31.6	0.4940631	1.2	9.6	1	1.2	419.2	326.4	1	0.60	
B439	1	7.3	0.4158039	2.4	5.4	1	1.8	522.8	354.3	0	0.60	
B440	1	8.5	0.4556198	2.8	4.6	2.8	1.2	320.9	322.9	1	1.60	
B441	1	21.7	0.135464	2.6	2	0.6	0.8	323.9	313.1	1	0.60	
B442	1	35.4	0.6587805	3	1	2.6	0.4	345.9	332.9	1	0.80	
B443	1	32.1	0.8455844	1	9.8	2.8	1.8	566.8	399.3	1	0.40	
B444	1	7	0.885443	1	3.8	0.8	1.6	285.9	325.3	1	0.20	
B445	1	19.4	0.5255238	2.6	4.6	1.2	1.6	384	397.5	0	0.60	
B446	1	31.9	0.8504257	1.6	4	1.6	1	295.6	385.4	1	0.20	
B447	1	25.6	0.5096293	2.2	8.8	2.6	1.4	458	391.8	1	1.20	
B448	1	24.8	0.6433991	2.8	3.4	2.2	1.4	469.9	286.2	1	0.80	
B449	1	12.4	0.4804928	2.6	1	2.6	1.6	395.9	349.2	1	1.40	
B450	1	32	0.5959449	2.8	4.8	0.6	0.6	483.6	365.1	1	0.20	
B451	1	23.5	0.2691343	0.6	9.8	2	0.4	511.3	317.6	1	1.40	
B452	1	24.6	0.7867591	1.2	1.2	2	1.8	294.6	333.3	1	0.40	
B453	1	19.7	0.1404479	0.6	6.8	1	0.4	306.4	367.3	1	0.80	
B454	1	25	0.3931152	2	3.2	2.4	0.6	470.8	295.7	1	1.40	
B455	1	35.2	0.5427397	0.6	5.8	2.8	1.2	535	329.4	1	1.20	
B456	1	29.4	0.1379301	1	6.4	0.6	0.4	410.5	306.3	1	0.60	
B457	1	21.1	0.2747761	0.8	5.4	1.6	0.8	551.9	338.1	1	1.20	
B458	1	20.7	0.2752003	2.4	1.6	1	1.4	318	390.4	0	0.80	
B459	1	18.5	0.8531598	1.6	3.8	1.8	1.6	360.9	348.7	1	0.20	
B460	1	11.8	0.1428911	2.8	7.6	0.6	0.6	504	410	0	0.60	
B461	1	14.6	0.7132971	2.4	4.6	2.2	1	432.8	412.6	0	0.80	
B462	1	21.2	0.5065368	1	7.2	2.8	0.8	503.4	360.8	1	1.40	
B463	1	36.3	0.1684861	2.8	8.2	2.8	0.4	442.6	380	1	2.40	
B464	1	19.6	0.5666169	1	4.4	1.2	0.8	463.6	289.4	1	0.60	
B465	1	32.1	0.4996455	1	4.8	0.6	1.6	417.1	354.4	1	0.40	
B466	1	12.8	0.6732625	2.6	8.4	0.6	1.8	550.4	285.2	1	0.20	
B467	1	34.3	0.2655997	0.8	6	2.8	0	298.2	303	1	2.00	
B468	1	8.1	0.3996724	2.4	7.6	0.8	1.8	571.8	321.6	1	0.40	
B469	1	31.1	0.3280269	2.8	1.8	1.4	1.2	470.8	285	1	1.00	
B470	1	19.6	0.2806347	1.2	0.8	1.6	0.8	564.7	334.5	1	1.20	
B471	1	24.1	0.6565272	2.8	8.4	0.8	1.6	462.4	363.5	1	0.20	
B472	1	35	0.2052021	2.4	6.4	2.2	1	447.1	347.4	1	1.80	
B473	1	31.5	0.4483091	0.8	1.4	1	0.8	393.8	364	1	0.60	
B474	1	20.7	0.5038821	2.8	2.2	0.8	0	572.3	399.2	0	0.40	
B475	1	9.6	0.3208695	2.6	2.2	0.4	0.8	414.4	303.9	1	0.20	
B476	1	17.9	0.2711752	2.4	2.2	2	1.6	298.6	309	1	1.40	
B477	1	11.1	0.5951846	2.4	9.8	0.4	1	475	284.3	1	0.20	
B478	1	6.3	0.5954312	1	6.4	0.8	1.6	363.3	340.5	0	0.40	
B479	1	5.6	0.1383854	2	1.2	1.8	2	331.9	419.3	0	1.60	
B480	1	33.2	0.3139068	0.6	6	1	1.2	475.3	408.4	1	0.60	
B481	1	11.8	0.2240975	2	4.2	1.8	1.4	338.6	420.9	0	1.40	
B482	1	10.9	0.7682018	1.2	2.6	1.2	0.2	494.1	389.3	0	0.40	
B483	1	24.6	0.2264309	2.4	8.2	1	2	513.6	418.2	0	0.80	
B484	1	14.6	0.1446256	2.4	5.2	1.6	1.4	290.4	359.2	1	1.40	
B485	1	17.6	0.150291	1.2	5.6	2.4	0.4	305.8	417	0	2.20	
B486	1	19.8	0.2101016	3	1	2.6	0.4	534.4	343.3	1	2.00	
B487	1	24.2	0.1890137	2	3	3	0	284.3	423.3	0	2.60	
B488	1	31.8	0.6867565	2.2	9	2	1.2	548.6	376.7	1	0.60	
B489	1	20.9	0.3183554	0.6	8.8	2.4	0.8	470.5	325.7	1	1.60	
B490	1	11.4	0.1154843	1	5.4	0.8	0.4	341.7	421	0	0.80	
B491	1	12.8	0.5102015	2.8	8.6	0.6	1	314.3	298.6	1	0.20	
B492	1	34.2	0.3882294	2	2.6	0.8	1.6	301.2	299.3	1	0.40	
B493	1	27.9	0.5619185	2	0.4	2.2	1	474.5	296.2	1	1.00	
B494	1	17.5	0.7799237	1.4	9	2	0.8	464.3	328.6	1	0.40	
B495	1	30.6	0.7707925	1.6	5.2	2.4	1	562.3	376	1	0.60	
B496	1	32.1	0.337526	2	4.8	0.6	1.8	429	300	1	0.40	
B497	1	35.8	0.3317594	2.4	0.6	1.8	1.2	462.1	292.4	1	1.20	
B498	1	32.3	0.1219048	2.4	6.6	2.8	2	432.4	352.3	1	2.40	
B499	1	10.3	0.2749996	2.4	1.2	1	1.4	397.6	293.5	1	0.80	
P1	0	18	0.4890799	2.8	3.2	0.6	1.8	364.2	353.5	0	0.4	
P2	0	21.2	0.5509839	2.6	1.4	2.2	1.6	390.3	352.2	0	1	
P3	0	27.1	0.3209777	2.4	0.6	2.6	1.8	391.9	309.3	1	1.8	
P4	0	40.4	0.7911571	1	6	1.6	0.4	408.8	313.4	1	0.4	
P5	0	31.8	0.5828999	1.8	1	2.2	1.2	400.4	319.9	1	1	
P6	0	32.7	0.6046861	1	9.8	2.6	0.4	309.7	354.1	1	1	
P7	0	29.6	0.2250619	0.6	7.2	1.8	0.8	366.2	339.7	1	1.4	
P8	0	25.2	0.8492573	1.4	5.2	3	1.2	371.2	297	1	0.4	
P9	0	10.6	0.5384468	1.4	8	2.8	1.2	420.9	354.7	0	1.4	
P10	0	23.3	0.8773292	2.6	8.6	1.2	1.8	344.1	358.1	0	0.2	
P11	0	6	0.3609335	2.8	3	0.6	1.6	342.5	293.9	0	0.4	
P12	0	10.6	0.1230165	1.6	9	1	1.6	394.5	291.9	1	0.8	
P13	0	39.1	0.2317083	1.6	5.4	0.6	0.6	308.3	342.5	1	0.4	
P14	0	21.9	0.4351358	1.6	7.6	2.4	0.4	351	287.9	1	1.4	
P15	0	22.9	0.3485747	2.4	5.6	0.4	0.2	390.7	315.8	1	0.2	
P16	0	14.1	0.164239	2.4	9	2.6	0.2	291.4	306.9	1	2.2	
P17	0	39.7	0.8768635	2.8	1	2	1.2	357.4	323.4	1	0.2	
P18	0	33.7	0.510511	2.6	7.4	1.4	1.6	325.1	364.8	0	0.8	
P19	0	17.9	0.2861182	2.6	7.4	1	1.4	382	350.8	0	0.8	
P20	0	35.5	0.6345458	1.6	7.2	1.6	1	436.2	310.3	1	0.6	
P21	0	11.3	0.6169913	1.2	10	2.2	1.8	396.5	363.2	0	1	
P22	0	12.5	0.8991843	0.8	7.2	1.6	1.2	404.6	345.7	0	0.2	
P23	0	22.1	0.5970231	1.6	7.4	1.4	1	382.8	358.1	0	0.6	
P24	0	40.7	0.4240881	1	1.4	2.4	1.6	356.6	290.8	1	1.4	
P25	0	40.4	0.8352361	0.8	6.6	1.6	2	370.1	311.1	1	0.2	
P26	0	37.2	0.859943	2.4	9.2	1.4	0.2	452.3	300	1	0.2	
P27	0	16.2	0.6228739	1.8	7	2.2	1.2	448.9	322.6	0	1	
P28	0	14.8	0.7280274	1.6	8	2.4	0.8	363.1	300.9	1	0.6	
P29	0	7	0.5139012	2.4	3.8	2.6	1.2	306.4	295.6	0	1.4	
P30	0	19.4	0.7020518	1.8	3.8	2.6	1.2	378.2	352.1	0	0.8	
P31	0	37.9	0.7726566	1.4	4.2	1.6	1.6	359.8	323.1	1	0.4	
P32	0	27.7	0.1276818	0.4	8.4	1.8	1.2	428.6	365.4	0	1.6	
P33	0	32	0.7437649	2.2	6	2.2	1.2	406	361.1	0	0.6	
P34	0	30.3	0.1242029	0.4	1.8	1.6	1.4	324.1	323.2	1	1.4	
P35	0	26.1	0.5258929	0.6	1.2	1	0.2	431.6	361.2	0	0.6	
P36	0	35.5	0.3554513	2.6	1.4	1.8	0.4	435.1	342.7	1	1.2	
P37	0	38.3	0.5649015	1.8	3.6	1.4	0.2	340.9	310.1	1	0.6	
P38	0	16.7	0.2943134	1.8	5.8	1.4	0.4	359.3	346.4	0	1	
P39	0	31.7	0.7543609	2.4	8.8	1.8	1.8	312.4	288.6	1	0.4	
P40	0	13.5	0.7939735	2.2	4.4	1.4	1.6	416.2	339.9	0	0.4	
P41	0	11.2	0.8717591	2.6	6	1.4	0.6	293.8	321.9	0	0.2	
P42	0	11.1	0.6797245	1	7	2	2	347.6	328.1	0	0.8	
P43	0	25	0.6707371	3	0.8	1	0.2	404.6	367.5	0	0.4	
P44	0	32.6	0.4359476	2.2	1.4	2.8	0.2	312.8	325.5	1	1.6	
P45	0	11.5	0.7700943	0.4	7.8	2.6	0.6	379.6	320.3	0	0.6	
P46	0	29.1	0.5229516	2.6	2	0.6	0.6	284.4	310.8	1	0.2	
P47	0	39.9	0.5799663	0.6	3.8	2.8	0.6	422.8	340	1	1.2	
P48	0	9.1	0.6049762	2.2	9.8	1.8	1.6	400.2	327.6	0	0.8	
P49	0	32.3	0.3797132	1.6	1	0.4	1.2	368.3	322	1	0.2	
P50	0	27.7	0.2941093	0.8	2	0.6	0.8	398.4	322.7	1	0.4	
P51	0	16.8	0.7910301	2	0.6	1.2	1.4	416	324.7	0	0.4	
P52	0	34.2	0.2774774	1.2	7	1.8	0.8	348.7	365.3	0	1.4	
P53	0	7.8	0.6587952	1	5.4	0.6	0.4	392.9	368.6	0	0.4	
P54	0	16.9	0.4690288	2	8.2	0.8	0	372.9	305.6	1	0.4	
P55	0	6	0.2847055	0.6	9.8	2.8	1	439.3	349.9	0	2.2	
P56	0	30	0.3225686	2	7.4	2.4	1.2	447.1	300.4	1	1.6	
P57	0	13	0.5395572	1.8	0.8	1.4	1.6	373.9	368.5	0	0.8	
P58	0	37.4	0.6174254	2.6	9.6	1.6	0.6	345.7	350.8	1	0.6	
P59	0	29.7	0.8471919	3	9.8	2	1.4	314.6	328.5	1	0.4	
P60	0	28.5	0.233358	0.6	2.2	0.4	0.4	376.8	340.3	1	0.4	
P61	0	10.1	0.3896234	0.6	9.4	1.8	1.6	360.9	293.8	1	1	
P62	0	12.9	0.3206746	2.6	5.6	2.8	0.4	361.2	295.7	1	2	
P63	0	10	0.6379601	2.4	9	1.8	0.6	302.5	352.9	0	0.8	
P64	0	7.7	0.1601197	1.2	1.4	0.8	1	355.2	329.7	0	0.8	
P65	0	6.4	0.1773108	2	4.2	2.6	1.2	368.2	357.4	0	2.2	
P66	0	34.5	0.8060515	0.6	1.2	2.6	0	286.6	295.1	1	0.6	
P67	0	5.3	0.1664393	2.2	1.6	2.8	1.8	311.9	289.7	0	2.4	
P68	0	7	0.1176479	2.2	0.8	2.4	0.6	420.4	298.6	0	2.2	
P69	0	31.2	0.5862565	2.8	5.8	2.8	1.4	366.9	300.9	1	1.2	
P70	0	30.9	0.1366855	2.8	1	1.6	0.8	367.3	332.9	1	1.4	
P71	0	9	0.2465947	2.2	4.2	0.8	0.4	314.5	354.9	0	0.8	
P72	0	37.2	0.6866512	1	5	2.4	1.2	310.8	286.5	1	0.8	
P73	0	35.3	0.3881373	2	2.4	0.8	1.6	422	300.7	1	0.4	
P74	0	29.7	0.3159131	1.2	2.2	0.6	0.4	373	328.8	1	0.4	
P75	0	27.8	0.6952139	2.2	7.8	1.4	1.8	368.6	329.7	1	0.4	
P76	0	42	0.6365229	2.8	6.2	1.8	0.2	364.6	368.2	1	0.6	
P77	0	6	0.3311404	2	9.2	1	1.8	433	368.7	0	0.8	
P78	0	34	0.3129481	1.2	6.2	1.2	1	421.9	305.7	1	0.8	
P79	0	29.9	0.6620367	1.4	4.4	1	0	397.2	309.3	1	0.4	
P80	0	38.4	0.2475703	2.8	4	2.6	0	418.8	310	1	2	
P81	0	31.7	0.5051849	1.8	9.4	0.6	1.4	311.8	337.6	1	0.2	
P82	0	7.8	0.6564234	1.6	10	1	0.2	452.9	304.5	0	0.4	
P83	0	38.7	0.1072168	2.6	10	0.4	0.4	300.8	325.2	1	0.4	
P84	0	10.5	0.4043838	0.4	9.6	2.2	1.2	290.1	314.6	0	1.4	
P85	0	8.4	0.3486248	1.4	3	1.6	0	407.6	286.4	1	1	
P86	0	23.8	0.7360488	2.4	1.4	0.4	0.8	420.2	317.4	1	0.2	
P87	0	21.4	0.1980185	1.8	4.2	1.4	1	425.1	335.9	0	1.2	
P88	0	35.9	0.2143332	1.2	6.8	2.8	0.6	409.5	339.5	1	2.2	
P89	0	6.4	0.8187714	2.4	4	2.2	1.6	292.6	300.8	0	0.4	
P90	0	8.1	0.641856	1.6	7.6	0.8	0	304.7	350.8	0	0.4	
P91	0	41.6	0.3893916	2	4.6	2.2	0.6	420.4	306.7	1	1.4	
P92	0	6.4	0.7321435	2	6	2.2	1.4	405.5	326	0	0.6	
P93	0	13.5	0.2873391	1.6	3.4	2.8	0.8	288.2	295.2	1	2	
P94	0	8.7	0.1039598	2.4	1.6	2	1.6	395.1	324	0	1.8	
P95	0	16.2	0.3198828	0.6	6.8	1.6	1.8	352.1	305.3	1	1	
P96	0	32.2	0.8227443	1.6	7.6	2	1.8	363.2	322.7	1	0.4	
P97	0	39.3	0.8168671	2.8	5.4	0.6	1.6	373	339.7	1	0.2	
P98	0	41.5	0.1770953	2	2.2	1.8	1.8	363.4	319.2	1	1.4	
P99	0	12.4	0.1719128	2	1	2.2	1.2	396.8	311.3	0	2	
P100	0	28.9	0.1867054	1.8	4.4	1	1.8	336.2	355.2	0	1	
P101	0	8.7	0.8770676	1.4	3.2	1.2	1.8	424.9	328.4	0	0.2	
P102	0	12.5	0.5022911	0.6	3.2	2.4	1.6	373.5	365.9	0	1.2	
P103	0	17.5	0.8380698	1.2	4.8	3	1.2	318.5	366.8	0	0.6	
P104	0	11.7	0.1180817	3	7	1.2	0.8	283.4	292.5	1	1	
P105	0	29	0.7705243	1	9.6	2.8	0.4	363.7	337.9	1	0.6	
P106	0	11.8	0.7760299	1.4	7.4	1.4	1.8	441	355.5	0	0.4	
P107	0	28	0.6228513	1.8	1.6	1.2	0.6	435.5	352.9	0	0.6	
P108	0	33	0.569078	2.4	5	1.8	0.2	387	323.8	1	0.8	
P109	0	14.2	0.7133179	1.6	6	2.6	1.4	438.6	303.7	1	0.8	
P110	0	8.3	0.7259928	1.4	5.6	1.8	0	323.5	292.8	1	0.4	
P111	0	35.9	0.8814428	2.6	1.2	3	0.4	296.5	301.3	1	0.4	
P112	0	24.9	0.4026279	2.6	6	1.4	0.8	397.5	348.9	0	1	
P113	0	7.9	0.2049309	1.2	5.8	1.8	1.6	304.7	312.5	0	1.6	
P114	0	22.6	0.1897432	2.6	7.6	1	0.8	426.7	297.1	1	0.8	
P115	0	33.8	0.8845352	0.6	1.2	0.6	1	384.5	321.9	1	0.2	
P116	0	7.1	0.1773088	2.4	3.8	1.8	0	432.7	306.5	0	1.6	
P117	0	25.5	0.5818213	1.6	1.2	2.2	0	398.7	360.8	0	1	
P118	0	20.6	0.7625134	2.4	8.8	0.6	2	394.5	321.2	1	0.2	
P119	0	10.6	0.1448188	2.2	1.8	0.6	1.6	314.8	354.1	0	0.6	
P120	0	41.8	0.260379	2.4	8.4	0.8	0.4	402.5	284.9	1	0.6	
P121	0	36.9	0.5794536	2.6	3.4	2.6	1.2	330.8	287	1	1	
P122	0	36.2	0.6448759	2.6	4.6	1.4	1.6	398.3	339.2	1	0.4	
P123	0	36.4	0.6808067	0.6	7	1.4	1	320.7	356	1	0.4	
P124	0	22.3	0.8076529	0.6	3.2	0.8	0.2	409.5	351.3	0	0.2	
P125	0	23.3	0.2159605	2.8	2.6	1.8	0.8	452	304.7	1	1.4	
P126	0	11.4	0.6894116	1.4	5.6	2.6	1.6	352.6	313.6	0	1	
P127	0	9.9	0.5388536	2.2	4	1	1.6	290.9	364.7	0	0.6	
P128	0	36.4	0.387045	1.4	1.4	0.4	1.8	449.9	324.6	1	0.2	
P129	0	39.2	0.7993886	1.8	4.4	2.2	1.2	450.2	297.6	1	0.4	
P130	0	9.7	0.6718057	3	1.8	0.6	1.4	353.3	366.4	0	0.2	
P131	0	28.8	0.3011767	1.2	4.4	1	1.8	302.1	352.9	0	0.8	
P132	0	10.8	0.4607141	2.6	4.6	2.4	1.6	355.3	337.3	0	1.4	
P133	0	41.7	0.1288093	0.6	2.4	1.6	1.2	291.4	291.3	1	1.4	
P134	0	14.2	0.2614477	1.8	1	2.4	1	328.7	351.5	0	1.8	
P135	0	36.6	0.5407885	2.6	9.8	1	1.4	353	349.3	1	0.4	
P136	0	34.1	0.1307335	1.8	7.6	1.6	0.8	368.2	317.5	1	1.4	
